HW1;HW2;HW3;HW57;HW53
39;15.5;108;4;12
16;14.7;84;4;11.2
23;12.6;85;4;11
15;12.1;75;3;10.2
13;7.2;71.7;3;10.4
17;12.9;83.8;3;10.5
12;10.9;78.6;3;10.5
59;14.9;107.9;4;12.2
48;15.3;100.3;3;10
15;10.9;77.2;4;11.9
54;17.4;103.2;4;11.8
45;19.8;102;4;11.6
16;11;80.7;4;11.5
29;11.4;88;2;9.6
24;16;85.7;4;13.2
29;10.5;84;4;12
34;13.5;95.3;4;12
48;15.6;100.6;4;11.5
29;11.6;87.9;4;12.2
26;12.2;88.8;3;10.8
52;21;104.6;4;11.3
11;8.7;71.5;4;11.5
49;18.7;107.5;4;13.1
32;13.3;90.1;2;9.2
53;18.5;109.8;4;13.1
27;12.1;84;4;11.5
43;15.5;100;4;11.3
50;18.5;103.7;4;11.6
25;11.6;84.5;4;11.7
25;13;84.2;4;11.3
27;10.6;85.8;3;10.7
15;12;79.6;4;12.7
46;15.2;98.1;4;11.4
32;13.6;90;4;12.3
57;20.7;110.3;4;13.1
22;9.4;80.2;4;11
29;12;90.7;4;12.6
21;11.3;82.4;4;11.5
28;12;87.2;4;11.7
16;9.7;75.5;3;10.4
57;15.7;102.4;3;10.8
19;10.4;78.4;4;11.7
28;13.9;89.6;4;13.4
52;21.1;111.3;4;11.7
20;13;85.5;4;12
36;12.8;89.1;4;11.5
53;22.1;111.6;4;11.6
7;8.3;66.8;2;9.8
52;17;102.1;3;10.4
40;11.2;90.8;3;10.1
37;13.1;90.6;4;11.9
39;15;95.5;4;11.5
12;10.3;75;4;11.7
17;9.6;75.7;3;10.9
14;11.2;79.1;4;11.2
42;12.5;93.1;4;11.6
13;8.8;72.3;4;11.2
55;23.4;111.5;4;13.6
34;14.7;90.6;3;10.7
50;13.9;92.4;4;11.8
56;16.6;106.2;4;11.9
56;16.6;99.4;4;11.2
37;13.6;92;3;10.8
59;17.4;102.7;3;10.9
35;12.7;90.2;3;10.1
52;13.7;103.2;4;11.1
38;12.3;89.4;4;11.8
17;9;74.5;3;10.1
33;14.1;97.1;4;11.7
46;14.3;94.7;4;11.7
32;11.8;93.9;3;10.8
31;13.6;85.7;3;10.5
26;12.4;88.4;4;11.8
17;9.5;79.2;4;11.3
18;14.6;83.4;4;11.7
15;9.8;73.8;2;9.2
10;10.6;74.9;3;10.9
14;8.8;72.3;4;11
41;16.1;97.2;3;10.8
7;9.4;73.4;2;9.7
54;16.9;101.8;4;12.9
21;10.8;83.5;4;11.1
14;10.6;76.3;3;10.9
19;9.8;76.6;3;10.5
37;12.3;86;4;11.6
19;10.5;80.3;4;12.2
48;15.6;97.4;4;11.4
51;15.2;97.9;4;11.3
49;14.3;94.5;3;10.8
9;7.9;68.8;2;9.6
43;16.1;99.5;2;9.5
12;9.3;72.4;3;10.2
32;14.5;91.5;4;11.7
18;11.7;79.8;2;9.1
55;24.3;110.4;4;12.5
14;10;75.3;4;11.8
11;8.6;70.3;3;10.8
55;16.3;103.6;4;12.1
27;11;80.4;4;11.5
13;9.6;73.2;4;11.1
37;14.3;91.5;4;11.9
37;14;92.4;4;13.1
35;11.7;90.7;3;10.3
58;16.2;106.3;4;11.4
32;15;97.2;4;11.5
18;11.1;81;4;11.2
58;15.8;99.7;3;10.7
6;8.9;63.6;4;12.1
37;15.6;97;3;10.9
27;12.4;91.1;4;11.5
49;14.3;98.6;4;11.7
13;10.1;73.9;4;11.9
6;7.3;64;4;11.1
56;15.6;103.5;4;11.9
59;18.8;109.7;4;12.1
48;20;106.8;4;11.2
47;14.6;97.8;4;12
54;22.7;107.5;4;11.9
16;10.2;78.8;4;13
7;8.5;65.4;3;10.7
40;17.8;99;4;11.8
11;9.9;70.4;4;11
32;14.6;96.5;4;11.9
9;7.9;65.5;3;10.7
29;11.4;86.2;4;11.3
44;14.5;97.8;4;11.9
33;16.3;96;4;11.7
16;12.2;80.8;4;11.6
15;10.9;75.7;4;12.2
47;14.8;99;4;11.5
28;11.6;84.7;4;11.7
48;14.6;98.3;4;12.5
46;13.9;91;3;10.1
17;12;79.8;3;10.9
17;10.8;77.9;4;12.7
35;14.1;94.5;4;13.4
54;21.7;111.8;3;10
52;16.8;106.4;3;10.9
57;17.2;108.7;4;11.6
22;11.4;86.3;3;10.7
8;9.6;67.4;4;11
29;13.2;91.9;3;10.6
8;8.3;67.5;4;11.9
21;12.1;86.8;4;11.2
17;12.1;81.6;2;9.9
31;14.5;90.2;4;11.6
48;14.8;99.7;4;11.8
45;14.1;97.3;4;11.9
42;17.6;98.5;4;11.2
32;10.5;84.4;3;10.9
53;15.2;98.9;4;12.4
26;12.1;83.1;3;10.5
6;8.1;67.2;3;10.1
45;17.8;101.2;4;11.5
53;17.1;102;4;11.3
50;19.5;106.2;4;14
38;13.8;93.3;4;11.3
51;16.9;103;4;11.7
28;14.8;92.8;4;12.2
49;18.1;106.9;4;12.2
25;14.6;86.6;4;13.3
57;23.7;111.2;4;12.2
17;8.8;76.3;2;9.9
16;11.3;78.2;3;10.6
40;16.5;96.9;4;11.2
43;18.4;104.5;4;11.5
26;11.7;84.5;4;11.7
48;16;104.6;2;9.1
7;8.3;65.1;3;10.6
52;16.9;102.6;4;12.7
23;13.8;88.5;4;11
43;14.8;93.7;4;11.9
57;17.2;107.5;4;11.3
14;9.3;73.7;3;10
42;12.4;97.5;4;11.9
26;12.3;85.1;2;9.3
38;16.7;99;3;10.2
54;17.4;105.9;3;10.4
51;24.2;108.2;4;11.1
44;15.9;96.6;4;12.5
15;10.2;78.2;3;10.4
24;12.8;86.5;3;10.4
44;15.8;104.5;3;10.9
16;9.5;73.9;4;11.9
52;23.5;115.4;3;10.9
33;12.5;90.1;4;11.6
10;9.3;73.4;4;11.1
10;8.7;71.4;4;11.2
54;13.1;97.2;3;10.4
50;21.6;108.9;4;12.7
35;16.3;93.8;4;11.8
13;9.2;72.1;4;12.2
16;10.8;79.8;4;11.8
28;17.1;94.1;4;11
38;13.7;96.7;4;11.7
18;9.1;76.9;3;10.4
11;9.1;69.7;2;8.2
8;8.4;70;3;10.8
20;10;80.1;3;10.4
6;6.6;60.5;3;10.9
30;12.1;84.6;4;11.7
52;15.8;103.2;2;9.8
24;11.2;85.7;2;9.9
38;18.1;103.1;4;11.2
27;12.7;88.1;4;11.9
56;16.1;102;4;11.8
14;8.6;74.5;4;11.6
43;15.3;98.2;4;11.8
57;15.5;106.1;4;11.8
36;12.2;88.3;4;12.7
57;15.5;99.1;4;11.8
21;10;77;4;11.4
13;10.8;76.6;3;10.3
21;11.7;85.4;4;11
57;16.8;104.9;4;12
50;22.3;108.9;4;11.6
55;14.8;99.5;4;11.1
56;19.8;111.5;4;11.5
59;18.6;106.8;4;13.4
32;15.3;91.6;3;10.9
53;18.4;105.3;3;10.3
53;15.1;103.6;4;12.1
45;16.1;102.2;3;10.3
35;13.3;92.3;4;11.8
43;13.8;96.5;4;11.6
22;9.7;79.9;4;12.5
17;9.8;77.5;4;11.2
18;11.4;83.3;4;11.1
16;8.9;76.1;4;12.4
46;14.7;100;3;10.6
45;14.2;96.4;4;12.1
15;9.3;77.3;3;10.5
8;7.5;68.2;3;10.6
18;13.1;83.3;2;9.3
29;10.9;83.8;4;11
56;14.9;102.4;4;11.8
53;19.5;110.8;4;11.7
57;15;100.5;4;13.5
10;9.9;75.3;2;9.4
22;11.2;79.4;4;11.2
34;14.2;93.2;4;11.1
55;18;102.8;4;12.1
8;7.7;69.3;3;10.7
22;10.9;80.5;4;11.8
34;17.7;97;4;12.3
52;13.2;97.5;4;11.5
50;15.4;102.5;4;12.8
22;10.8;83.5;3;10.7
13;9.1;71.5;3;10.3
13;7.8;71.5;2;9.1
11;8.3;69.1;4;11.7
30;14.7;89.1;4;12.9
26;10.8;83.9;3;10.8
23;9.6;78.5;4;13
33;13.5;88;4;11.1
29;11.5;86.8;4;11.3
52;14.9;99.7;4;11.1
17;9;76.2;4;11.5
47;16.5;102.7;4;12.8
23;11.6;86.1;3;10.2
54;13.6;97.5;4;11.2
7;7.5;67.8;4;13.3
7;7.1;62.4;2;9.8
31;12.4;91.4;4;11.7
6;8.8;72;3;10.8
13;8.3;73.2;3;10.8
28;12.1;91.1;3;10.5
12;8.3;73.3;2;9.9
40;14.7;96.2;4;11.9
33;12.2;89;4;11.3
42;16.1;97.6;4;13.4
47;17.3;99.2;3;10.7
52;13.7;99.7;4;11.2
46;22.4;106;4;11.8
17;12.2;82.2;3;10.9
32;13;93.4;3;10.8
16;8.5;73;2;9.7
41;16;102.5;4;11.9
13;9.1;75.2;3;10.6
37;14.9;93.5;3;10.8
15;10.1;76.3;2;8.9
20;9.2;77.5;3;10.5
46;13.1;96.2;4;11.3
19;12.7;85.7;4;11.1
44;15.2;99;2;9.8
51;16.9;103.4;3;10.8
17;11.7;81.7;4;11.3
38;13.9;94;4;11.4
14;9.7;78.1;2;9.3
10;9.9;72.3;3;10.6
16;8.1;72.6;2;9.9
55;24.4;108.9;4;12.2
51;16.4;104.5;4;11.8
19;11.4;82;3;10.5
11;8.6;69.9;3;10.5
59;16.8;108.5;3;10.2
14;8.9;74.4;3;10.8
59;15.8;104.4;4;11.3
55;17.2;104.2;3;10.1
58;18.7;106.7;4;11
29;10.4;81.1;3;10.5
20;7.7;72.2;2;9.7
48;13.1;92.9;4;12.1
16;10.2;79.6;2;9.9
9;7.5;66.7;2;8.8
57;20.4;104.6;4;11.4
38;13.9;94.4;3;10.7
9;6.7;67.7;2;9
40;12.9;87.2;2;9.2
54;17.9;104.4;3;10.8
28;10.8;84.3;4;12.3
11;10.4;74.3;3;10.2
55;14;103.5;3;10.6
46;15.8;101.1;3;10.7
26;11.3;83.8;2;9.4
55;16.5;106.7;4;12.4
26;13.4;86.2;2;8.3
29;10.3;84.6;3;10.2
22;9.8;80.8;2;9.8
21;9.1;80.2;4;12.2
9;7.4;65.5;2;9.3
32;13.1;89.9;3;10.2
35;13.3;89.9;4;11.3
45;12.6;93.6;4;11.3
57;14.1;97.2;3;10.3
54;14.8;94.7;3;10.2
38;12.5;92.4;4;12.6
19;8.7;76.4;3;10.5
58;15.6;100.8;4;11.6
11;10.4;74.2;3;10.3
47;14.1;100.5;3;10.9
31;13.2;86.4;2;9.7
21;10.1;79.4;3;10.5
43;15.7;98.4;4;11.4
10;8.9;70.6;2;9.3
12;8.9;73.3;3;10.5
13;8.7;70.2;2;9.7
10;6.4;66;2;9.6
23;11.6;84.6;3;10.3
59;17.6;104.3;4;11.8
28;10.4;84;4;13
53;16.7;105.3;4;11.9
32;14.4;93.4;4;11.8
37;12.5;91;3;10.6
57;20;108.5;3;10.8
55;16.1;102.5;3;10.7
15;10.6;76;3;10.8
26;12.1;87.7;3;10.9
12;9.6;75;2;9.7
29;13.3;89.2;4;11.2
13;7.3;74.7;2;9.6
44;16.6;99.8;4;12.2
8;8.1;66.8;3;10.8
13;7.6;70.9;3;10.6
39;13.8;92.9;3;10
45;13.9;92.5;4;12.3
8;8.1;70.9;2;7.2
26;8.5;71;3;10.7
36;12.4;89.3;3;10.7
36;13.2;90;3;10.8
14;7.1;70.8;3;10.5
59;16.9;104.8;4;11.1
26;11;83.2;3;10.7
50;15.1;96.7;4;11.3
58;14.4;98.9;2;9.9
6;6.9;62.4;3;10.1
45;16.1;97.4;4;12.3
41;12.6;94.4;3;10.5
44;11.9;91.8;3;10.8
15;13.5;82.4;2;7.7
38;17.8;100.2;4;13.8
21;11.4;81.4;2;8.9
26;10.6;81.4;4;11.4
37;10.8;83.8;3;10.2
33;11.4;88.7;4;11.4
7;8.7;68.7;2;9.2
57;19.3;105.6;4;11.4
28;13.9;87.5;3;10.3
56;16.1;105.7;4;11.5
45;14.2;97.8;3;10.2
32;11.6;85.6;4;11.6
36;19;100.7;4;12.8
7;9.8;72.4;2;9.9
41;12.9;84.4;4;11.5
13;8.4;71.8;3;10.6
42;15.1;97;3;10.9
13;10.5;77.5;2;9.7
24;14.8;90.2;3;10.2
13;7.2;70.9;2;9.6
13;10.2;77.4;2;9.4
55;17.5;104.7;3;10.2
10;6.4;65.3;2;9.6
16;7.5;71.4;2;9.4
16;7.8;72.2;2;9
21;11.3;83;2;9.3
37;11.4;89.1;3;10.9
26;13.2;86.8;4;11.9
58;17.2;104;3;10.8
44;14.5;99.5;2;9.8
32;16.3;99.1;3;10.1
58;15.7;102.8;4;11
36;12.2;89;4;12
11;7.7;68.3;2;9.4
35;11.5;85.8;4;11
26;14;89.4;2;9.8
6;8.1;62.2;2;9.1
18;11.9;80.1;2;8.2
15;9.5;77.7;2;9.8
55;17.4;104.4;4;11.6
32;12;89.9;4;12
21;11.3;80.1;3;10.9
53;13.4;97.5;3;10.6
18;11.1;79.7;3;10
46;12.5;91.4;2;9.9
18;9.5;78.1;3;10
10;7.7;67.2;4;11
55;16.3;101.6;3;10.8
39;14.7;95.7;4;12
53;16.1;107.1;4;11.2
57;17.3;102.6;4;11.8
48;15.7;101.5;3;10.3
13;9.1;73.5;3;10.5
52;16.1;97.7;3;10.8
37;17.2;99.5;4;11.5
17;8.6;73;2;9.6
52;14.8;96.8;3;10.4
22;12;81.3;2;9.9
54;19.6;105.6;4;12.7
51;14;97.8;4;11.3
46;12.9;96.6;3;10.7
42;13.7;92.7;3;10.5
27;9.9;80.5;3;10.8
38;12.2;93.3;4;12.1
44;15.8;103;3;10.7
11;7.7;70.8;3;10.4
37;13.4;94;4;11
24;10.4;84.4;3;10.5
49;13.9;95.1;2;9.5
12;8.7;73;4;11.8
15;10.1;78.4;4;11.3
44;12;95.5;4;12
23;12.9;84.1;4;11.1
25;13;90.5;4;11
11;8.6;70.7;2;9.5
31;11.5;84.4;4;11.3
58;14.8;95.3;4;11.7
11;7.2;68.9;2;9.1
33;9.9;86.3;4;11
15;9.8;76.7;4;11
8;8.1;70;2;9.4
18;12;81.2;4;11.3
24;10.6;82.3;3;10.3
44;14.5;93.6;3;10.2
12;8.5;72.6;4;11.4
33;10.7;87.8;4;11.3
30;10.5;85.4;2;9.2
57;15.3;101.6;4;11.2
22;9.2;76.1;3;10.1
38;13.9;93.2;4;11.6
55;15.5;99.9;3;10.8
26;13.5;90.2;3;10.6
45;15.3;100.4;4;11.9
38;13.9;95.5;3;10.2
12;7.5;69.3;2;9.6
33;16.6;99.9;4;12.4
12;8.8;71.4;2;9.8
59;17.3;107.5;3;10.7
33;11.3;86.4;4;11.6
50;13.7;95.7;4;11.9
11;9;73.6;2;9.7
7;6.9;63.6;4;12.1
39;13.4;92;4;11.3
44;14.5;93.2;3;10.7
53;20.3;106;4;11.3
30;11.7;87.8;4;11.3
10;8;70.6;3;10.3
12;7.6;70.2;2;9.6
40;15.6;98.4;3;10.6
25;11.1;81.8;4;11.1
54;16.2;100.9;3;10.2
8;6.9;63.2;3;10.8
15;9.7;74.7;2;8.3
30;10.4;83.6;4;11
27;14.1;89.9;4;11
42;14.7;96.7;4;11.6
38;12.5;88.2;3;10.3
11;8.9;72.4;2;9.3
38;15.8;94;3;10.6
10;8;69.2;2;8.7
12;8.7;71.8;3;10.3
8;6.1;62.9;2;9.6
41;14.2;91.2;3;10.4
13;7.6;69.3;2;8.6
48;16;97.8;3;10.7
20;11.9;81.2;4;11.9
31;11.1;82.2;4;11.7
57;14.8;100.1;3;10.8
31;12.9;84.9;3;10.8
52;14.8;93.5;4;11.1
48;15.2;98.7;3;10.1
20;11.3;84.5;4;11.1
31;11;84.8;4;11.8
58;13.4;96.9;4;11.9
36;12.5;87.9;4;11.2
33;11.7;91.7;4;11.6
49;14.3;96.2;3;10.6
28;14.4;90.6;3;10.6
58;17.7;107.4;4;11.2
6;7.3;67.4;2;9.1
42;12.6;92.7;4;11.2
7;6.5;62.5;2;9.8
25;9.3;77.6;4;11.5
46;13.1;89.9;4;11.6
10;7.1;64.6;3;11.1
33;10.8;81.8;4;11.6
10;8.2;67.6;3;10.5
12;8.9;69;3;10.4
37;12.1;91.5;2;10.2
31;11.4;84.5;4;11.5
57;16.1;100.8;3;10.8
20;9.1;76.3;3;10.9
19;8.3;73.1;3;10.5
51;14.9;96;2;9.6
38;12.7;85.9;4;11.3
51;13.5;95.4;4;12.4
25;9.6;77;2;8
48;12.1;89.5;2;9.6
39;14.1;93.4;4;11.1
12;10.2;77.1;2;9.6
49;19.2;101.7;3;10.7
18;10.6;77;3;10.6
46;16.2;98.4;2;9.8
44;14.1;92.8;4;11.2
6;8.6;66.3;2;9.8
12;8;68.6;3;10.2
58;15.3;95.2;3;10.2
18;10;76;3;10.5
17;9.6;77.7;3;10.6
13;11;76.5;3;10.8
24;11.7;80.7;4;11.3
11;8.5;70.5;2;9.6
50;15.9;102.5;3;10.4
8;9;69.7;2;8.9
46;14.3;97.2;4;12.4
29;12;88.5;4;11.1
36;14.1;94.7;4;11.3
8;8.6;67.8;4;12.1
44;14.6;98.6;2;9.7
27;14.4;90.3;3;10.4
36;13.5;93.8;4;11.1
51;17;109.1;3;10.8
58;15.5;103.3;4;13.5
10;9;70;2;10
17;10.4;78;3;11.8
29;12;89.6;4;15
23;9.7;80;4;12.3
42;15.9;96.7;4;12.1
33;14.4;93;4;13.1
59;20;111.5;4;14.7
53;17.6;104.6;4;12.5
35;16.8;96.3;3;11.9
40;15.1;95.1;4;12.7
9;9;73.4;3;11.2
38;15;95.6;4;12.5
12;9.8;76;2;10.8
31;14.6;95;3;12.1
11;8;71.5;3;11.4
53;15.4;101.1;3;11.4
41;14.9;95.2;4;12.6
14;10.3;77;4;13.1
34;17.1;95.3;4;12.8
20;15.6;87.2;3;10.1
58;21.6;112.1;4;13.5
43;17;101.5;3;10.7
55;16.4;104.5;4;12.5
52;15.7;102.6;3;10.8
39;14.7;95.4;4;12.1
54;22.2;107.4;4;11.4
51;16.7;98.7;4;12.4
46;16.3;96.5;4;13.7
41;12;90.7;4;11.4
22;9.7;78.8;4;11.7
44;19.3;102.6;4;12.1
39;13.7;94.7;4;11.5
17;9.9;80.1;4;11.8
12;10.6;73.5;3;10.5
21;9.5;77.6;4;12.1
45;12.8;90.9;4;11.4
18;10.3;78.5;4;11.9
21;11.9;83.3;4;11.5
54;16.8;103.2;4;12.7
20;10.3;81.4;4;11.7
39;12.7;88.7;4;11.6
58;13.7;97.8;4;11.4
24;12.4;87.7;4;12.1
48;15.7;99;4;14
21;11.2;83.3;4;12.3
58;17.8;112.2;4;13.3
36;15.1;95.6;4;12.9
26;12.4;86;4;14.1
59;14.5;100.6;4;12
50;17.2;97.9;3;11.6
6;7;63;4;14.1
33;14.9;91.1;4;12.6
16;8.9;74.7;2;9.5
22;10;78;2;9.9
20;9.6;76.7;4;11.1
19;8.9;75.6;4;12.7
6;8.2;65.5;3;10.6
34;16;94.2;2;9.7
16;9.6;77.6;2;9.3
13;8.8;72.5;3;10.6
42;15.2;97.1;4;11.7
43;12.8;91.3;3;10.6
39;12.7;91.1;2;9.9
31;11;81.3;3;10.7
56;15.5;101.3;3;10.8
36;10.8;82.7;2;9.9
58;15.1;96.6;3;10.6
35;12.4;86;3;10.5
39;13.2;91.1;4;11.3
12;7.7;72;3;10.3
25;15.4;92.5;4;12.3
53;14.8;102.2;4;12.2
18;9.7;82.5;4;11.9
15;10.8;77.9;3;10.2
19;10.3;80.4;3;10.6
15;8.9;74.4;3;10.4
56;16.3;99;4;12.1
16;9.5;75.2;2;8.3
35;12.5;88.5;4;12
29;10.6;84.1;3;10.3
55;16.9;104.5;4;11.4
16;10.9;81.2;4;12.2
36;13;89;4;13.3
39;14.2;91.1;3;11.2
36;12.4;91.1;4;14.4
51;17.9;99.6;4;12.7
51;14.3;94.9;4;12
6;9.2;69.1;4;11.9
6;6.5;63;4;11.8
56;17.9;103.1;4;12.3
27;10.9;81.9;4;12.4
37;14.9;89.7;4;13.6
33;15.2;93.4;4;12.7
20;9.8;77.2;4;12.1
48;14.3;98.2;4;13.2
16;12.1;81;4;13.4
59;16.8;105;4;13.4
20;10.8;79.4;4;13
55;15.3;102.2;4;12.2
26;12.8;82.9;4;13.1
27;13.8;89.7;4;14.6
50;22.8;106.4;4;12.7
50;16.3;101.3;4;13.4
38;14.2;94.1;4;12.9
11;8.4;74.5;3;11.1
58;16.6;103.4;4;13.3
16;10.5;77.7;2;10.4
37;14.9;93.4;4;14
49;14.8;96.8;4;12.6
49;15.2;98.5;4;12.1
9;8.9;67.6;4;13.2
50;16.7;101.7;4;12.9
19;10.6;82;4;12.6
15;9.9;77.9;3;11.8
54;15.9;104.2;4;12.7
57;18.7;109.4;4;13.8
49;14.9;97.2;4;13
22;11.6;85;4;12.4
9;9.2;72.5;3;11.3
10;8.2;73;4;12.7
41;14.5;97.2;4;12.7
47;14.7;95.5;4;13
37;14.4;93.5;4;12.9
35;13.8;92.8;4;13.2
35;12.4;89.2;4;12.8
20;9.4;78;4;13.3
51;16.2;100;4;13.7
58;14.6;104.8;4;13.9
57;19.1;104.4;4;12.8
19;9.8;76.7;4;12.7
19;10.8;84.3;4;13.2
7;9.6;68.9;4;14.3
47;21.9;110;4;12.8
39;13.2;91.2;4;12.4
59;19.6;105.6;4;11.3
38;15.9;96.4;4;12.7
36;15.4;95;3;10.7
53;19.3;102.6;4;12.4
8;8.5;68.3;4;12.3
44;19.6;102.1;4;12.2
36;15.1;96.9;3;10.7
34;12.9;90.5;3;10.3
30;15.8;94.1;4;12.4
20;12.5;81.8;4;12.5
18;10;78;4;11
19;12.6;83.5;4;12.1
9;9;67;4;11.6
18;12.5;81;4;11.1
45;16.4;102.8;4;13.6
34;13.1;89.4;4;11.3
48;18.9;99.2;4;12.7
18;11.9;80.2;4;11.1
27;17.7;91.8;4;12
16;9.8;72.9;4;11.9
58;17.2;100;4;12.3
56;30.5;115.8;3;10.9
18;10.7;82.3;4;11.5
23;16.1;87.9;4;12.2
9;10.3;72.7;4;11.3
20;13.2;83.6;3;12.8
53;16.4;106.3;3;12.9
41;12.6;87.4;3;12.3
40;12;87.9;4;13.8
41;12.8;91.2;4;13.3
51;15.1;96.4;4;14.2
25;10.9;83.4;4;13.8
49;18.3;108.2;4;13.3
9;8.1;68.3;3;13
49;16.6;100;4;13.5
8;9.6;71;2;9.7
28;11.9;81.2;3;10.7
49;16.8;99.1;3;10.2
50;22.3;100.6;4;11.8
38;14.1;91.1;4;11.8
43;15.9;96.2;2;9.8
23;14.2;88.5;4;12.4
45;14.3;101.2;4;13
43;14.6;97.2;2;9
43;17.5;102.7;4;11.2
7;8.8;66.8;3;10.5
42;12.7;95.4;4;11.4
48;19;106.3;4;11.4
47;14.3;96.4;4;11.3
42;14.6;97.5;4;12.4
58;19.9;109.4;4;12.4
35;20.7;104.9;4;11.9
22;11.4;82.7;4;12.9
51;17;98;4;12.7
29;11.2;81.7;3;12.2
34;15.6;94;4;13.2
38;14.6;84.8;4;13.4
17;10.5;78.2;4;13.2
37;14.8;92.5;4;14.5
54;21.5;111.1;2;10.6
41;11.9;86.1;4;13.1
47;16.9;100.6;4;12.2
22;9.4;80;4;12.5
33;14;90.6;4;15.1
57;19.8;107.1;4;13.6
55;17.4;104.7;4;15.2
40;17.5;96.7;4;15.6
42;18.4;105.3;4;14.5
46;15.7;100.4;3;13
27;10;81.8;4;14.9
42;15.9;94.5;3;13.2
9;7.8;66;4;13.5
12;8.7;72.3;4;13.9
32;10.7;85.1;4;14.2
52;16.6;101.5;2;11.4
33;12.1;87;3;13.1
24;11.3;84.8;4;13.3
48;14.7;98.3;4;13.4
21;9.6;79.1;3;13
29;10.9;81.9;4;14.8
6;6.2;60.9;3;13
9;9.2;68.9;3;12.7
18;10.1;79.3;3;12.7
47;12.6;92.4;3;13.2
32;13.7;85.6;4;13.6
21;9.6;77.2;3;13.2
42;17;97.3;4;13.8
7;8.9;67.1;2;10.6
27;11.4;83.1;3;13
43;16.3;94.4;3;13.2
19;8.9;75;4;13.6
58;20.5;107.9;4;15.6
9;5;65.2;3;12.9
38;14.5;94.9;4;13.5
14;8.3;74.4;3;12.5
44;12.5;91.9;4;15.3
54;17.8;105.1;2;11.9
48;16.1;98.7;3;11.9
57;18.1;105.7;4;12.8
38;13.3;95.7;4;13
57;14.3;98.2;4;13
43;16.1;97.2;4;12.5
46;13.7;101.5;4;12.5
50;17.5;103.5;2;10.9
10;11;73;4;14.6
26;10.2;85.9;4;15.5
11;9.7;73.5;2;11
45;15.5;96.9;4;12.9
11;10.4;73.6;4;13
32;14.8;89.8;4;12.6
50;14.2;96.8;4;12.6
48;15.2;99.9;4;14
52;15.1;101.3;4;13.9
28;10.5;86;3;12.5
49;15.3;98.8;4;13.7
14;8.2;72.2;4;13.6
42;14.5;97.7;4;13.4
56;17.9;106.5;3;12.6
7;9.3;68.9;3;12.2
50;16.9;102;4;14.9
13;10.5;75.7;3;11.9
34;14;93.4;4;13.3
17;10;77.2;4;12.9
11;10.2;74.1;3;11.8
18;10;79.3;2;11.4
33;10.5;86.2;4;13.9
38;13.4;92;4;13.3
19;10.5;79.1;4;13
43;14.8;101.8;4;12.9
39;12.7;90;3;12.3
15;10.5;78.7;4;13.5
26;12.9;87.2;4;13.3
7;6.5;62;2;12
40;13;89.5;4;13.9
56;18;100.9;4;13.6
55;17.4;102.4;3;12.8
8;8.4;69.2;3;12.7
27;10;82.3;4;13.6
49;14.3;95.5;4;14
47;15.7;101.2;4;14.9
26;13.4;90;2;11.8
42;14.6;95.2;4;14.3
8;8.1;66.7;4;13.3
59;15.9;102;4;14.8
41;13.6;92;3;13
12;7.7;73.4;4;13.3
11;10.2;71.7;4;14
9;9.3;71.7;4;13.4
8;7.7;66.3;4;13.4
36;11.1;87.6;3;12.6
28;11.7;82.4;4;13.1
37;13.4;88.3;4;14.4
31;13.5;91.5;4;14.4
53;18.5;106.1;4;13.6
14;8.2;75.3;3;12.6
48;15.1;95.8;4;15.3
11;9.8;70.1;3;12.2
56;16.4;102.6;4;13.1
37;15.8;95;4;12.7
35;12.7;89.4;4;13.7
47;15.1;97.8;4;14.2
52;14.7;97.6;4;12.7
53;15.8;105.5;4;15.2
53;16.1;97.2;4;13.6
43;11.4;91.4;3;12.4
12;8.1;68.3;3;12.4
28;11.9;89.1;3;12.2
29;12.8;87.7;2;12.5
31;11.3;82.3;4;13.8
40;14.2;90.9;3;13.6
35;12.8;87.7;2;12.6
39;12.5;87.3;4;13.9
40;13.6;95.7;4;14
46;17.5;103;3;13.5
30;11.8;86;3;13.1
33;12.2;85.4;3;13.6
48;14.8;98.4;4;13.7
6;7;65;4;15
39;14.5;91;4;13.5
37;11;88;2;11.5
18;10.8;80.6;3;12.5
55;15.1;101.8;3;12.4
56;15.6;101.6;4;14.4
52;18.7;105;4;13.8
16;9.1;74.6;2;11.4
58;16.5;101.6;4;13.5
41;14.1;96.4;3;12.6
38;12.6;90.8;3;12.7
26;13.5;85.2;3;13.5
46;15.2;97.4;4;14
23;11.1;83.8;4;13.9
28;13.2;87.2;4;14.2
46;15.6;100.5;4;14.4
46;15.6;99.7;4;13.5
52;18.3;101.5;4;13.5
30;12;86.3;2;12.3
50;13.6;99.6;4;14
21;12;84.4;4;13.7
25;11.7;86.6;3;12.6
58;18.9;110.4;4;13.8
55;16.9;102.5;3;13.2
52;14.7;99.4;4;13.7
10;8.2;70;4;14
17;8.7;75.2;4;15.1
7;8.3;64.7;2;12.2
26;11.1;82.8;3;13.4
59;16.2;103.2;4;14.8
39;15.5;97.7;4;12.2
24;12.3;83.9;4;13.8
31;12.5;88.2;4;12.5
34;15.5;95.9;4;13
42;18.1;100.1;4;13.2
44;13.4;93.9;4;12.3
24;14;88.6;4;12.5
47;15.7;98.4;4;12.8
14;9.2;74.6;4;12.9
20;10.4;84.1;4;13.3
30;23.1;97.5;4;14.6
48;18.2;101.4;4;13.6
9;8.3;69.4;2;10.3
42;14.3;101.1;4;13.3
